time,servo_deg,door_deg,torque,speed,direction,calibrated,detecting
1783691040.0575907,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.1075408,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.1576357,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.2076554,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.2574577,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.3075337,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.3575194,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.4075408,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.457716,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.5075676,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.5575573,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.607484,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.6574755,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.7076306,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.7574623,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.807465,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.8574493,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.9074733,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691040.9574237,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691041.0076203,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
1783691041.0574446,138.01236044,51.754635165,111.86350748528878,40.0,0,0,0
